"Entry ID","PDB ID","Macromolecule Name","Entity ID","Entry Id (Polymer Entity Identifiers)",
,,"SERINE/THREONINE-PROTEIN PHOSPHATASE 2B CATALYTIC SUBUNIT ALPHA ISOFORM","2","2W73",
"2R28","2R28","Calmodulin","1","2R28",
,,"Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform","2","2R28",
"4DJC","4DJC","Calmodulin","1","4DJC",
,,"Sodium channel protein type 5 subunit alpha","2","4DJC",
"5C30","5C30","Ryanodine receptor 1","1","5C30",
"6B27","6B27","SH3 and cysteine-rich domain-containing protein 2","1","6B27",
,,"Voltage-dependent L-type calcium channel subunit alpha-1S","2","6B27",
"4ERT","4ERT","Ryanodine receptor 1","1","4ERT",
"4ESU","4ESU","Ryanodine receptor 1","1","4ESU",
"4P9J","4P9J","Ryanodine receptor 1","1","4P9J",
"3GP2","3GP2","Calmodulin","1","3GP2",
,,"Calcium/calmodulin-dependent protein kinase type II delta chain","2","3GP2",
"6MM7","6MM7","cAMP-dependent protein kinase catalytic subunit alpha","1","6MM7",
,,"Ryanodine receptor 2","2","6MM7",
"6MM5","6MM5","cAMP-dependent protein kinase catalytic subunit alpha","1","6MM5",
,,"Ryanodine receptor 2","2","6MM5",
"6MM8","6MM8","cAMP-dependent protein kinase catalytic subunit alpha","1","6MM8",
,,"Ryanodine receptor 2","2","6MM8",
"6PW7","6PW7","Stromal interaction molecule 1","1","6PW7",
"5CPV","5CPV","CALCIUM-BINDING PARVALBUMIN B","1","5CPV",
"5AEQ","5AEQ","NEURONAL CALCIUM SENSOR 1","1","5AEQ",
"5Y4F","5Y4F","Ankyrin-2","1","5Y4F",
"3HRN","3HRN","Transient receptor potential (TRP) channel subfamily P member 2 (TRPP2)","1","3HRN",
"3HRO","3HRO","Transient receptor potential (TRP) channel subfamily P member 2 (TRPP2), also called Polycystin-2 or polycystic kidney disease 2(PKD2)","1","3HRO",
"6IIH","6IIH","Endolysin,Calcium uptake protein 2, mitochondrial","1","6IIH",
"1G8I","1G8I","NEURONAL CALCIUM SENSOR 1","1","1G8I",
"4ERV","4ERV","Ryanodine receptor 3","1","4ERV",
"1REC","1REC","RECOVERIN","1","1REC",
"4ZW2","4ZW2","Voltage-dependent L-type calcium channel subunit beta-1,Voltage-dependent L-type calcium channel subunit beta-1","1","4ZW2",
,,"Voltage-dependent L-type calcium channel subunit alpha-1S","2","4ZW2",
"6QI4","6QI4","Neuronal calcium sensor 1","1","6QI4",
"4AQR","4AQR","CALMODULIN-7","1","4AQR",
,,"CALCIUM-TRANSPORTING ATPASE 8, PLASMA MEMBRANE-TYPE","2","4AQR",
"3AKA","3AKA","Putative calcium binding protein","1","3AKA",
"3AKB","3AKB","Putative calcium binding protein","1","3AKB",
"1AVS","1AVS","TROPONIN C","1","1AVS",
"6FIE","6FIE","Calbindin","1","6FIE",
"1UZV","1UZV","PSEUDOMONAS AERUGINOSA LECTIN II","1","1UZV",
"4XTB","4XTB","Calcium uniporter protein, mitochondrial","1","4XTB",
"1XZZ","1XZZ","Inositol 1,4,5-trisphosphate receptor type 1","1","1XZZ",
"1Y0M","1Y0M","1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 1","1","1Y0M",
"3ONR","3ONR","PROTEIN TRANSPORT PROTEIN SECE2","1","3ONR",
"4CE8","4CE8","FUCOSE-BINDING LECTIN PA-IIL","1","4CE8",
"1CDP","1CDP","CADMIUM-SUBSTITUTED CALCIUM-BINDING PARVALBUMIN B","1","1CDP",
"1OVS","1OVS","hypothetical protein LecB","1","1OVS",
"1OXC","1OXC","hypothetical protein LecB","1","1OXC",
"1GZT","1GZT","FUCOSE-SPECIFIC LECTIN","1","1GZT",
"6B29","6B29","SH3 and cysteine-rich domain-containing protein 3","1","6B29",
"5HYA","5HYA","sodium,calcium exchanger","1","5HYA",
"5KUG","5KUG","Calcium uniporter protein, mitochondrial","1","5KUG",
"5KUJ","5KUJ","Calcium uniporter protein, mitochondrial","1","5KUJ",
"5A70","5A70","LECB","1","5A70",
"4M2O","4M2O","Recoverin","1","4M2O",
"4M2P","4M2P","Recoverin","1","4M2P",
"4XSJ","4XSJ","Lysozyme,Calcium uniporter protein, mitochondrial","1","4XSJ",
"3V5U","3V5U","Uncharacterized membrane protein MJ0091","1","3V5U",
"1ANX","1ANX","ANNEXIN V","1","1ANX",
"1YWP","1YWP","1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 1","1","1YWP",
"1QX2","1QX2","Vitamin D-dependent calcium-binding protein, intestinal","1","1QX2",
"2QVM","2QVM","Sodium/calcium exchanger 1","1","2QVM",
"4M2Q","4M2Q","Recoverin","1","4M2Q",
"3JRR","3JRR","Inositol 1,4,5-trisphosphate receptor type 3","1","3JRR",
"6HW2","6HW2","Voltage-dependent L-type calcium channel subunit beta-4","1","6HW2",
,,"Chromobox protein homolog 3","2","6HW2",
"4MLW","4MLW","Recoverin","1","4MLW",
"6LFJ","6LFJ","C-type lectin domain family 4, member b1","1","6LFJ",
"6LKR","6LKR","C-type lectin domain family 4, member b1","1","6LKR",
"6R35","6R35","Fucose-binding lectin PA-IIL","1","6R35",
"5Z2H","5Z2H","Dictyostelium discoideum mitochondrial calcium uniporter","1","5Z2H",
"1VRK","1VRK","CALMODULIN","1","1VRK",
,,"RS20","2","1VRK",
"5KUE","5KUE","Calcium uniporter protein, mitochondrial","1","5KUE",
"1SL8","1SL8","Aequorin 1","1","1SL8",
"5O0Z","5O0Z","Laspartomycin C","1","5O0Z",
"4K44","4K44","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1","1","4K44",
"4YI8","4YI8","Recoverin","1","4YI8",
"4YI9","4YI9","Recoverin","1","4YI9",
"1S6B","1S6B","Phospholipase A2 isoform 1","1","1S6B",
,,"Phospholipase A2 isoform 2","2","1S6B",
"2VUD","2VUD","FUCOSE-BINDING LECTIN PA-IIL","1","2VUD",
"5MAZ","5MAZ","Fucose-binding lectin PA-IIL","1","5MAZ",
"2BP6","2BP6","PSEUDOMONAS AERUGINOSA LECTIN II","1","2BP6",
"2BOJ","2BOJ","PSEUDOMONAS AERUGINOSA LECTIN II","1","2BOJ",
"2RFA","2RFA","Transient receptor potential cation channel subfamily V member 6","1","2RFA",
"2JDP","2JDP","FUCOSE-BINDING LECTIN PA-IIL","1","2JDP",
"3LI3","3LI3","Diisopropyl-fluorophosphatase","1","3LI3",
"3LI4","3LI4","Diisopropyl-fluorophosphatase","1","3LI4",
"6BOJ","6BOJ","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6BOJ",
"4GUK","4GUK","Neuronal calcium sensor 1","1","4GUK",
"6B26","6B26","SH3 and cysteine-rich domain-containing protein 2","1","6B26",
"3DCQ","3DCQ","Fucose-binding lectin PA-IIL","1","3DCQ",
"5A3O","5A3O","FUCOSE-BINDING LECTIN PA-IIL","1","5A3O",
"5A6Y","5A6Y","FUCOSE-BINDING LECTIN PA-IIL","1","5A6Y",
"5A6X","5A6X","FUCOSE-BINDING LECTIN PA-IIL","1","5A6X",
"5A6Q","5A6Q","FUCOSE-BINDING LECTIN PA-IIL","1","5A6Q",
"2VUC","2VUC","FUCOSE-BINDING LECTIN PA-IIL","1","2VUC",
"5MAY","5MAY","Fucose-binding lectin PA-IIL","1","5MAY",
"5MB1","5MB1","Fucose-binding lectin PA-IIL","1","5MB1",
"4K45","4K45","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1","1","4K45",
,,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1, short peptide","2","4K45",
"2JDY","2JDY","FUCOSE-BINDING LECTIN PA-IIL","1","2JDY",
"2JDU","2JDU","FUCOSE-BINDING LECTIN PA-IIL","1","2JDU",
"5GLL","5GLL","Glycoside hydrolase family 43","1","5GLL",
"5GLP","5GLP","Glycoside hydrolase family 43","1","5GLP",
"3LI5","3LI5","Diisopropyl-fluorophosphatase","1","3LI5",
"4IK8","4IK8","RCaMP, Green fluorescent protein","1","4IK8",
"5X9A","5X9A","Calaxin","1","5X9A",
"2QYN","2QYN","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","2QYN",
"2PW3","2PW3","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","2PW3",
"3G4K","3G4K","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","3G4K",
"3SL4","3SL4","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","3SL4",
"5WH6","5WH6","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","5WH6",
"5WH5","5WH5","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","5WH5",
"5K32","5K32","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","5K32",
"6IM6","6IM6","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6IM6",
"6IMR","6IMR","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6IMR",
"6IMT","6IMT","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6IMT",
"6IMO","6IMO","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6IMO",
"6IMB","6IMB","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6IMB",
"6IMD","6IMD","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6IMD",
"6IMI","6IMI","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6IMI",
"6INK","6INK","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6INK",
"6INM","6INM","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6INM",
"6IND","6IND","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6IND",
"6F6U","6F6U","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6F6U",
"6F8X","6F8X","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6F8X",
"6F8R","6F8R","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6F8R",
"6F8T","6F8T","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6F8T",
"6F8W","6F8W","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6F8W",
"6F8V","6F8V","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6F8V",
"6FDI","6FDI","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6FDI",
"6FDC","6FDC","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6FDC",
"6FET","6FET","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6FET",
"6FEB","6FEB","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6FEB",
"1XON","1XON","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","1XON",
"1XOM","1XOM","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","1XOM",
"1XOR","1XOR","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","1XOR",
"1XOQ","1XOQ","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","1XOQ",
"1Y2D","1Y2D","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","1Y2D",
"1Y2C","1Y2C","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","1Y2C",
"1Y2B","1Y2B","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","1Y2B",
"1TBB","1TBB","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","1TBB",
"6FW3","6FW3","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6FW3",
"6ZBA","6ZBA","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6ZBA",
"6HWO","6HWO","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","6HWO",
"1Y2K","1Y2K","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","1Y2K",
"5XOP","5XOP","Calcium-binding protein 1 (EhCBP1), putative","1","5XOP",
"1GMI","1GMI","PROTEIN KINASE C, EPSILON TYPE","1","1GMI",
"1AHR","1AHR","CALMODULIN","1","1AHR",
"1DM5","1DM5","ANNEXIN XII E105K MUTANT HOMOHEXAMER","1","1DM5",
"3CHK","3CHK","Alpha-14 giardin","1","3CHK",
"3D43","3D43","Sphericase","1","3D43",
"3ZDV","3ZDV","FUCOSE-BINDING LECTIN PA-IIL","1","3ZDV",
"1NQD","1NQD","class 1 collagenase","1","1NQD",
"2JDN","2JDN","FUCOSE-BINDING LECTIN PA-IIL","1","2JDN",
"2JDM","2JDM","FUCOSE-BINDING LECTIN PA-IIL","1","2JDM",
"5GLR","5GLR","Glycoside hydrolase family 43","1","5GLR",
"5GLN","5GLN","Glycoside hydrolase family 43","1","5GLN",
"3HX4","3HX4","Calmodulin-domain protein kinase 1","1","3HX4",
"1YWO","1YWO","1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 1","1","1YWO",
,,"Lymphocyte cytosolic protein 2","2","1YWO",
"4IK9","4IK9","RCaMP, Green fluorescent protein","1","4IK9",
"1OMV","1OMV","recoverin","1","1OMV",
"1OMR","1OMR","recoverin","1","1OMR",
"6KZJ","6KZJ","Ankyrin-2","1","6KZJ",
,,"Nuclear distribution protein nudE-like 1","2","6KZJ",
"1TCF","1TCF","TROPONIN C","1","1TCF",
"5E1K","5E1K","Calmodulin","1","5E1K",
"5E1N","5E1N","Calmodulin","1","5E1N",
"5E1P","5E1P","Calmodulin","1","5E1P",
"1OTO","1OTO","Internalin B","1","1OTO",
"1OTN","1OTN","Internalin B","1","1OTN",
"2JDK","2JDK","FUCOSE-BINDING LECTIN PA-IIL","1","2JDK",
"2IXT","2IXT","36KDA PROTEASE","1","2IXT",
"4L1I","4L1I","EGFP-based Calcium Sensor CatchER","1","4L1I",
"1ALV","1ALV","CALPAIN","1","1ALV",
"5Z33","5Z33","Mitogen-activated protein kinase","1","5Z33",
"1IG5","1IG5","VITAMIN D-DEPENDENT CALCIUM-BINDING PROTEIN, INTESTINAL","1","1IG5",
"1IGV","1IGV","VITAMIN D-DEPENDENT CALCIUM-BINDING PROTEIN, INTESTINAL","1","1IGV",
"3G4I","3G4I","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","3G4I",
"1TB7","1TB7","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1","1TB7",
"1G33","1G33","PARVALBUMIN ALPHA","1","1G33",
"1OUS","1OUS","hypothetical protein LecB","1","1OUS",
"3CHJ","3CHJ","Alpha-14 giardin","1","3CHJ",
"2GKO","2GKO","microbial serine proteinases; subtilisin","1","2GKO",
"3C1V","3C1V","Protein S100-A4","1","3C1V",
"2DG1","2DG1","DrP35","1","2DG1",
"2JDH","2JDH","FUCOSE-BINDING LECTIN PA-IIL","1","2JDH",
"1K96","1K96","S100A6","1","1K96",
"1K9K","1K9K","S100A6","1","1K9K",
"5A6Z","5A6Z","LECB","1","5A6Z",
"4UT5","4UT5","LECB LECTIN","1","4UT5",
"5CXL","5CXL","Bifunctional hemolysin/adenylate cyclase","1","5CXL",
"3DG1","3DG1","SSTNVG from Islet Amyloid Polypeptide","1","3DG1",
"3FTR","3FTR","SSTNVG FROM ISLET AMYLOID POLYPEPTIDE","1","3FTR",
"3FTK","3FTK","NVGSNTY heptapeptide segment from Islet Amyloid Polypeptide","1","3FTK",
"3FTL","3FTL","NVGSNTY heptapeptide segment from Islet Amyloid Polypeptide","1","3FTL",
"3FPO","3FPO","HSSNNF hexapeptide segment from Islet Amyloid Polypeptide","1","3FPO",
"3TEQ","3TEQ","Stromal interaction molecule 1","1","3TEQ",
"1TJX","1TJX","similar to synaptotagminI/p65","1","1TJX",
"1UOW","1UOW","SYNAPTOTAGMIN I","1","1UOW",
"1UOV","1UOV","SYNAPTOTAGMIN I","1","1UOV",
"6BAB","6BAB","Calcium/calmodulin-dependent protein kinase type II subunit delta","1","6BAB",
"1W8H","1W8H","PSEUDOMONAS AERUGINOSA LECTIN II","1","1W8H",
"1W8F","1W8F","PSEUDOMONAS AERUGINOSA LECTIN II","1","1W8F",
"2TEC","2TEC","THERMITASE","1","2TEC",
,,"EGLIN C","2","2TEC",
"3K21","3K21","Calcium-dependent protein kinase 3","1","3K21",
"4CPV","4CPV","CALCIUM-BINDING PARVALBUMIN","1","4CPV",
"6EPA","6EPA","FI18190p1","1","6EPA",
"1I40","1I40","INORGANIC PYROPHOSPHATASE","1","1I40",
"1I6T","1I6T","INORGANIC PYROPHOSPHATASE","1","1I6T",
"2VNV","2VNV","BCLA","1","2VNV",
"5E37","5E37","EF-Hand domain-containing thioredoxin","1","5E37",
"6XW2","6XW2","Genetically encoded calcium indicator NCaMP7 based on mNeonGreen fluorescent protein","1","6XW2",
"1HT9","1HT9","CALBINDIN D9K","1","1HT9",
"1K9U","1K9U","Polcalcin Phl p 7","1","1K9U",
"1EXR","1EXR","CALMODULIN","1","1EXR",
"1TN4","1TN4","TROPONIN C","1","1TN4",
"1UQX","1UQX","LECTIN","1","1UQX",
"1OUR","1OUR","hypothetical protein LecB","1","1OUR",
"1OVP","1OVP","hypothetical protein LecB","1","1OVP",
"1W3M","1W3M","TSUSHIMYCIN","1","1W3M",
"2RAN","2RAN","ANNEXIN V","1","2RAN",
"3FTH","3FTH","NFLVHSS heptapeptide from Islet Amyloid Polypeptide","1","3FTH",
"3FR1","3FR1","Islet amyloid polypeptide","1","3FR1",
"2ZKM","2ZKM","1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase beta-2","1","2ZKM",
"2ZPK","2ZPK","IgG1-lambda P20.1 Fab (light chain)","1","2ZPK",
,,"IgG1-lambda P20.1 Fab (heavy chain)","2","2ZPK",
,,"Proteinase-activated receptor 4","3","2ZPK",
"5KO0","5KO0","hIAPP(15-25)WT","1","5KO0",
"5KNZ","5KNZ","hIAPP(residues 19-29)S20G","1","5KNZ",
"2QVK","2QVK","Sodium/calcium exchanger 1","1","2QVK",
"1IQ5","1IQ5","CALMODULIN","1","1IQ5",
,,"CA2+/CALMODULIN DEPENDENT KINASE KINASE","2","1IQ5",
"3Q72","3Q72","GTP-binding protein RAD","1","3Q72",
